Accession,Release_Date,Species,Length,Geo_Location,Host,Isolation_Source,Collection_Date
MT270814,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Canis lupus familiaris,,3/18/2020
MT270815,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens,,3/16/2020
MT276600,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29764,Hong Kong,Homo sapiens,,3/8/2020
MT418880,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-04
MT418881,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-04
MT418882,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29892,USA: VA,Homo sapiens,,2020-04
MT418883,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,Homo sapiens,,2020-04
MT418884,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,USA: VA,Homo sapiens,,2020-04
MT418885,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29899,USA: VA,Homo sapiens,,2020-04
MT418886,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29838,USA: VA,Homo sapiens,,2020-04
MT418887,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,USA: VA,Homo sapiens,,2020-04
MT418888,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: VA,Homo sapiens,,2020-04
MT418889,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29897,USA: VA,Homo sapiens,,2020-04
MT418890,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: VA,Homo sapiens,,2020-04
MT418891,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,USA: VA,Homo sapiens,,2020-04
MT418892,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: VA,Homo sapiens,,2020-04
MT418893,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,Homo sapiens,,2020-04
MT418894,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: VA,Homo sapiens,,2020-04
MT419810,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29758,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419811,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419812,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29758,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419813,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29570,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419814,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419815,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,3/24/2020
MT419816,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29760,Puerto Rico,Homo sapiens,oronasopharynx,3/24/2020
MT419817,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29570,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419818,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,3/23/2020
MT419819,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,3/24/2020
MT419820,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29706,Puerto Rico,Homo sapiens,oronasopharynx,3/24/2020
MT419821,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,4/1/2020
MT419822,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29743,Puerto Rico,Homo sapiens,oronasopharynx,4/1/2020
MT419827,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29675,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419828,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29462,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419829,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29823,USA: CA,Homo sapiens,oronasopharynx,2/28/2020
MT419830,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,Homo sapiens,oronasopharynx,2/27/2020
MT419831,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29834,USA: CA,Homo sapiens,oronasopharynx,2/27/2020
MT419832,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,USA: CA,Homo sapiens,oronasopharynx,2/27/2020
MT419833,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29835,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419834,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29704,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419835,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419836,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29648,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419837,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29885,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419838,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29731,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419839,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419840,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29004,USA: CA,Homo sapiens,,3/11/2020
MT419841,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29722,USA: CA,Homo sapiens,oronasopharynx,2/29/2020
MT419842,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29795,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419843,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29340,USA: CA,Homo sapiens,oronasopharynx,3/8/2020
MT419844,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29523,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419845,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29692,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419846,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29666,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419847,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29720,USA: CA,Homo sapiens,oronasopharynx,3/3/2020
MT419848,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29715,USA: CA,Homo sapiens,oronasopharynx,3/4/2020
MT419849,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29617,USA: CA,Homo sapiens,oronasopharynx,3/9/2020
MT419850,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: CA,Homo sapiens,oronasopharynx,3/7/2020
MT419851,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: CA,Homo sapiens,oronasopharynx,3/13/2020
MT419852,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29264,USA: CA,Homo sapiens,oronasopharynx,3/13/2020
MT419853,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,USA: CA,Homo sapiens,oronasopharynx,3/14/2020
MT419854,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,USA: CA,Homo sapiens,oronasopharynx,3/2/2020
MT419855,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419856,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29827,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419857,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29830,USA: CA,Homo sapiens,oronasopharynx,3/7/2020
MT419858,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29849,USA: CA,Homo sapiens,oronasopharynx,3/5/2020
MT419859,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29828,USA: CA,Homo sapiens,oronasopharynx,3/8/2020
MT419860,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: CA,Homo sapiens,,3/20/2020
MT412134,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,China,Homo sapiens,,2/24/2020
MT412135,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,Homo sapiens,swab,3/10/2020
MT412136,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,Homo sapiens,swab,3/12/2020
MT412137,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29854,USA: Michigan,Homo sapiens,swab,3/13/2020
MT412138,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29818,USA: Michigan,Homo sapiens,swab,3/13/2020
MT412139,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Michigan,Homo sapiens,swab,3/12/2020
MT412140,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29840,USA: Michigan,Homo sapiens,swab,3/14/2020
MT412141,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,Homo sapiens,swab,3/13/2020
MT412142,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,Homo sapiens,swab,3/13/2020
MT412143,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,Homo sapiens,swab,3/12/2020
MT412144,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29852,USA: Michigan,Homo sapiens,swab,3/14/2020
MT412145,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: Michigan,Homo sapiens,swab,3/13/2020
MT412146,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: Michigan,Homo sapiens,swab,3/16/2020
MT412147,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: Michigan,Homo sapiens,swab,3/16/2020
MT412148,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29791,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412149,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412150,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29799,USA: Michigan,Homo sapiens,swab,3/14/2020
MT412151,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412152,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412153,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,Homo sapiens,swab,3/16/2020
MT412154,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29785,USA: Michigan,Homo sapiens,swab,3/15/2020
MT412155,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29816,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412156,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29776,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412157,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: Michigan,Homo sapiens,swab,3/17/2020
MT412158,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,Homo sapiens,swab,3/18/2020
MT412159,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412160,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,Homo sapiens,swab,3/18/2020
MT412161,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29805,USA: Michigan,Homo sapiens,swab,3/18/2020
MT412162,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412163,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29797,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412164,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29766,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412165,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29790,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412166,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412167,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412168,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29817,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412169,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29800,USA: Michigan,Homo sapiens,swab,3/18/2020
MT412170,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29841,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412171,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412172,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412173,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29844,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412174,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412175,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,Homo sapiens,swab,3/19/2020
MT412176,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29842,USA: Michigan,Homo sapiens,swab,3/16/2020
MT412177,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412178,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412179,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412180,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29792,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412181,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29772,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412182,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29725,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412183,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412184,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29822,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412185,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412186,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29807,USA: Michigan,Homo sapiens,swab,3/22/2020
MT412187,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Michigan,Homo sapiens,swab,3/22/2020
MT412188,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412189,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/20/2020
MT412190,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29825,USA: Michigan,Homo sapiens,swab,3/23/2020
MT412191,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,USA: Michigan,Homo sapiens,swab,3/23/2020
MT412192,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29814,USA: Michigan,Homo sapiens,swab,3/22/2020
MT412193,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29813,USA: Michigan,Homo sapiens,swab,3/22/2020
MT412194,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/23/2020
MT412195,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29815,USA: Michigan,Homo sapiens,swab,3/24/2020
MT412196,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/21/2020
MT412197,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/24/2020
MT412198,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/24/2020
MT412199,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/25/2020
MT412200,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412201,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,Homo sapiens,swab,3/25/2020
MT412202,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412203,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412204,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29812,USA: Michigan,Homo sapiens,swab,3/25/2020
MT412205,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412206,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412207,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412208,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29804,USA: Michigan,Homo sapiens,swab,3/26/2020
MT412209,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29794,USA: Michigan,Homo sapiens,swab,3/27/2020
MT412210,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29782,USA: Michigan,Homo sapiens,swab,3/27/2020
MT412211,2020-04-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29810,USA: Michigan,Homo sapiens,swab,3/27/2020
